sample	Capillary Aerocyte	Capillary	IGSF21+ Dendritic	Myeloid Dendritic Type 1	Plasmacytoid Dendritic	Myeloid Dendritic Type 2	B	EREG+ Dendritic	Macrophage	CD8+ Naive T	CD4+ Naive T	CD4+ Memory/Effector T	Vein	Artery	Pericyte	Vascular Smooth Muscle	Club	Mucous	Alveolar Epithelial Type 2	Basal	Lymphatic	Proliferating Macrophage	CD8+ Memory/Effector T	Proliferating NK/T	Natural Killer T	Natural Killer	Basophil/Mast 1	Classical Monocyte	Nonclassical Monocyte	Airway Smooth Muscle	Ciliated	Alveolar Fibroblast	Myofibroblast	Adventitial Fibroblast	Alveolar Epithelial Type 1	Platelet/Megakaryocyte	TREM2+ Dendritic	Differentiating Basal	Proliferating Basal	Plasma	Bronchial Vessel 2	Bronchial Vessel 1
GTEX.1CB4J.1726.SM.79OOL	0.004215493	0.142155588	0	0	0	0	0	0	0	0	0	0	0.083089082	0.003828657	0.287627075	0.016538028	0	0	6.83E-05	0	0.009022379	0.002672649	0	0	0	0	0	0	0	0	0.001234807	0.213789349	0	0.18083049	0.024313554	0.020024422	0.001499579	0	0.007931786	0	0.001158811	0
GTEX.1E1VI.0926.SM.7P8T3	0.088647676	0.172936956	0.01864752	0	0	0	0	0	0	0	0	0	0	0	0.198981977	0.046654165	0	0.000268662	0.007205874	0	0.004429386	0.004934286	0	0	0	0	0	0	0	0	0.043788855	0.215700266	0	0.03039569	0.138745295	0.024366643	0.003136017	0	0	0.001160732	0	0
GTEX.1E2YA.0926.SM.7MXUK	0.016023906	0.255190895	0	0	0	0	0	0	0.010021058	0	0	0	0	0	0.152559686	0.063276439	0	0	0.002050292	0	0.003562912	0.001043156	0	0	0	0	0	0	0	0	0	0.273190837	0	0.009084275	0.026225862	0.053486734	0.002222333	0	0	0.00021128	0.131850333	0
GTEX.1EKGG.1326.SM.7MXUM	0.178382865	0.104663886	0	0	0	0	0	0	0	0	0	0	0	0	0.156323679	0.041707267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396912109	0	0.073746113	0.021135086	0.024603463	0.00196086	0	0	0.000564672	0	0
GTEX.1EMGI.1426.SM.7IGNQ	0.024770887	0.080600163	0.00707498	0	0	0	0	0	0	0	0	0	0	0	0.212106474	0.023804246	0	0	0.002288051	0	0.005925915	0.002319532	0	0	0	0	0	0	0	0	0	0.316569307	0	0.001894235	0.024439306	0.020156899	0.001256795	0	0	0.000641087	0.276152123	0
GTEX.1EN7A.0826.SM.7MKFV	0.003246589	0.254693561	0	0	0	0	0	0	0	0	0	0	0	0	0.160604505	0.115051712	0	0	0	0	0.004537071	0.003808149	0	0	0	0	0	0	0	0	0	0.364656493	0	0.054492234	0.020631334	0.018278352	0	0	0	0	0	0
GTEX.1EWIQ.0926.SM.7RHG7	0.159384744	0.053300131	0.000241261	0	0	0	0	0	0	0	0	0	0	0	0.112850803	0.057549485	0	0	0	0	0.009214662	0.000511908	0	0	0	0	0	0	0	0	0	0.291634869	0	0.205628163	0.080331092	0.010238017	0	0	0	0	0.019114865	0
GTEX.1EX96.0226.SM.7RHHR	0.084338456	0.208042116	0.009972488	0	0	0	0	0	0	0	0	0	0.015491573	0.015243848	0.209622363	0.036573141	0	0	0	0	0.014790357	0.001643035	0	0.000288513	0	0	0	0	0	0	0.002208315	0.262492288	0	0.048179623	0.060786908	0.026386647	0.00321726	0	2.67E-05	0.000696356	0	0
GTEX.1F48J.0826.SM.9WPOD	0.019673275	0.062195105	0	0	0	0	0	0	0	0	0	0	0	0.041067753	0.275594298	0.041007874	0	0	0.000352925	0	0.00727808	0.006052184	0	0.001304819	0	0	0	0	0	0	0.009585752	0.407302136	0.022026961	0.009688243	0.05693958	0.025655513	0.005142088	0	0.009119589	1.38E-05	0	0
GTEX.1F5PK.0526.SM.7MXUA	0.005783804	0.204050654	0	0	0	0	0	0	0	0	0	0	0	0	0.295996668	0.042437755	0	0	0.05163848	0	0.001417607	0.000961899	0	0	0	0	0	0	0	0	0.031305646	0.290885975	0	0.019586254	0.040120779	0.007210026	0.007566991	0	0.000979991	5.75E-05	0	0
GTEX.1F6I4.1026.SM.7P8PS	0.029316665	0.159373528	0.039314622	0	0	0	0	0	0	0	0	0	0.008284754	0	0.182443393	0.024247637	0	0	0.000879869	0	0.002136177	0	0	0	0	0	0	0	0	0	0.00041006	0.436350646	0	0.017144551	0.059073937	0.009050841	0	0	0	0.000185801	0.031787518	0
GTEX.1F6RS.0826.SM.7P8T9	0.001958717	0.25084967	0	0	0	0	0	0	0	0	0	0	0	0.06775132	0.292154727	0.04876399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008060158	0.284206583	0	0.004083346	0.030831104	0.010488092	0	0	0.000586738	0.000265555	0	0
GTEX.1F75B.1026.SM.9JGFS	0.00967203	0.307722346	0.00332886	0	0	0	0	0	0	0	0	0	0	0	0.135935221	0.047586485	0	0	0.012888757	0	0	0	0	0	0	0	0	0	0	0	0	0.332815385	0	0.01672386	0.108543279	0.024332759	0	0	0	0.000451018	0	0
GTEX.1F75W.0626.SM.7PC13	0.030697125	0.178663009	0.011864579	0	0	0	0	0	0	0	0	0	0	0	0.252083748	0.004866625	0	0	0	0	0.008367061	0	0	0	0	0	0	0	0	0	0.000124417	0.421726702	0	0.005478734	0.040493049	0.016479814	0	0	0	1.40E-05	0.029141121	0
GTEX.1F7RK.0826.SM.7SB8V	0.124854444	0.128272038	0	0	0	0	0	0	0	0	0	0	0	0.002179037	0.289502756	0.006271769	0	0	0	0	0.005515311	0	0	0	0	0	0	0	0	0	9.93E-05	0.443305387	0	0	0	0	0	0	0	0	0	0
GTEX.1F88F.0926.SM.7RHH8	0.068449027	0.282441596	0.010640405	0	0	0	0	0	0	0	0	0	0	0	0.134330911	0.056490755	0	0	0	0	0.001334403	0	0	0	0	0	0	0	0	0	0	0.257495316	0	0.056684085	0.068702788	0.012898584	0	0	0	8.12E-05	0.050450928	0
GTEX.1FIGZ.0326.SM.7RHGT	0.0649217	0.036625567	0	0	0	0	0	0	0	0	0	0	0	0	0.227841262	0.11861329	0	0.001042564	0.012085001	0	0.007628678	0	0	0	0	0	0	0	0	0	0.161886153	0.270318228	0	0.068081034	0.030443009	0.000410355	0	0	0	0.00010316	0	0
GTEX.1GF9V.1026.SM.9KNW3	0.160621214	0.231533485	0.004504289	0	0	0	0	0	0	0	0	0	0	0	0.12249004	0.044171212	0	0	0.000149481	0	0.001077948	0	0	0	0	0	0	0	0	0	0	0.407669609	0	0	0.015954823	0.011607086	0	0	0	0.000220814	0	0
GTEX.1GF9X.0326.SM.7P8R9	0.07003041	0.194172431	0.017964103	0	0	0	0	0	0	0	0	0	0	0	0.28802206	0	0	0	0.022752175	0	6.45E-05	0.009426093	0	0	0	0	0	0	0	0	4.88E-05	0.329531058	0	0.000308808	0.056888248	0.010476623	0	0	0	0.000314728	0	0
GTEX.1GL5R.0526.SM.9WPOQ	0.069939488	0.091546202	0	0	0	0	0	0	0	0	0	0	0	0	0.257295336	7.82E-05	0	0.000195025	0.079510288	0	3.14E-05	0.00331708	0	0	0	0	0	0	0	0	0.04699556	0.276206479	0	0.000113035	0.161875549	0.01289631	0	0	0	0	0	0
GTEX.1GMR2.0126.SM.9JGHC	0.027247222	0.2104553	0	0	0	0	0	0	0	0	0	0	0	0	0.27646701	0.048667327	0	0	0.037007816	0	0.002274535	0.005857806	0	0	0	0	0	0	0	0	0.001636508	0.280059362	0	0.005906246	0.087830673	0.012850303	0.003719721	0	0	2.02E-05	0	0
GTEX.1GMR3.0226.SM.7RHIB	0.054547548	0.344955923	0	0	0	0	0	0	0	0	0	0	0	0	0.157559279	0.013357575	0	0	0.000839029	0	0	0.003786418	0	0	0	0	0	0	0	0	0	0.279962347	0	0	0.111897716	0.025462615	0.007000532	0	0	0.000631019	0	0
GTEX.1GMR8.1426.SM.7RHHL	0.037082468	0.386509205	0	0	0	0	0	0	0	0	0	0	0	0.001957265	0.160156549	0.000380816	0	0	0	0	0.00113139	3.54E-05	0	0.000186682	0	0	2.57E-05	0	0.000207478	0	0.005830945	0.341457868	0	4.90E-05	0.056697895	0.008160942	7.56E-06	0	2.50E-05	9.79E-05	0	0
GTEX.1GMRU.1426.SM.9WPPL	0.041563495	0.136664894	0	0	0	0	0	0	0	0	0	0	0	0.004040525	0.230579745	0.031063413	0	0	0	0	0.003777639	0	0	0	0	0	0	0	0	0	0.098764176	0.363658555	0	0.035533819	0.024657009	0.011082195	0	0	0	0.000500345	0.018114191	0
GTEX.1GN1U.1026.SM.9WYUP	0.151015206	0.037790266	0	0	0	0	0	0	0	0	0	0	0	0.020349643	0.38554478	0.02331234	0	0	0	0	0.002753235	0.003846702	0	0.00899397	0	0	0	0	0	0	0	0.297414788	0	0.030338976	0.01697091	0.021521759	0	0	0	0.000147425	0	0
GTEX.1GN1W.1026.SM.9OSW2	0.019085482	0.14467837	0	0	0	0	0	0	0	0	0	0	0	0	0.352645299	0.07660329	0	0.000401063	0	0	0.002437453	0.001044521	0	0	0	0	0	0	0	0	0.117917478	0.185540713	0	0.018629715	0.047393397	0.022689892	0	0	0.010436968	0.000496359	0	0
GTEX.1GN2E.1526.SM.7P8TD	0.035456319	0.298134524	0.013246141	0	0	0	0	0	0	0	0	0	0	0	0.269481838	0.077419651	0	0	0	0	0.000668932	0.001127571	0	0	0	0	0	0	0	0	0.004389328	0.238292576	0	0	0.031383745	0.027697999	0.002701375	0	0	0	0	0
GTEX.1GN73.1026.SM.9KNV9	0.032643674	0.227183147	0.017557078	0	0	0	0	0	0	0	0	0	0	0	0.216031652	0.00989748	0	0	0.000913291	0	0.001015392	0.001014056	0	0	0	0	0	0	0	0	0	0.350744695	0	0.010821528	0.075690818	0.018657558	0.002089641	0	0	4.38E-05	0.035696151	0
GTEX.1GPI7.1526.SM.9JGG8	0.010342427	0.149111478	0	0	0	0	0	0	0	0	0	0	6.47E-06	0.021075135	0.333396002	0	0	0	0.037953049	0	0.001312656	0.00972736	0	0	0	0	0	0	0	0	0.02062447	0.241847	0.000100169	0.016274972	0.126832488	0.018950694	0.006684841	0	0.004881806	0.000878982	0	0
GTEX.1GTWX.0626.SM.9WYU1	0.007678995	0.241934299	0	0	0	0	0	0	0	0	0	0	0	0	0.199348081	0.078665723	0	0	0	0	0.004389992	0	0	0	0	0	0	0	0	0	0.000633142	0.41846073	0	0	0.047800619	0.001088418	0	0	0	0	0	0
GTEX.1GZ2Q.0726.SM.9KNVV	0.041983166	0.065675794	0.023490182	0	0	0	0	0	0	0	0	0	0	0	0.049738783	0.068219126	0	1.87E-06	0	0	0.00787	0	0	0	0	0	0	0	0	0	0	0.435612467	0	0.249657469	0.003670839	0.000889654	0.000652763	0	0	0.001120013	0.051417877	0
GTEX.1GZ4H.0426.SM.7MXV5	0.017811013	0.223261967	0.010761009	0	0	0	0	0	0	0	0	0	0	0.001547358	0.347709377	0	0	0	0.070297088	0	0.004389514	0.006258602	0	0.000373489	0	0	0	8.60E-05	0	0	0.004949993	0.139292713	0	0.017226014	0.120926017	0.021277595	0.011835802	8.19E-05	0.00103167	0.000882883	0	0
GTEX.1GZ4I.0726.SM.9QEHL	0.134312536	0.046829805	0.035970063	0	0	0	0	0	0	0	0	0	0	0.032231598	0.290386745	0.039584866	0	0	0.012629652	0	0.006434875	1.94E-05	0	0.002449249	0	0	0	0	0	0	0	0.304299751	0	0.053151202	0.036428604	0.003958648	0	0	0.000771309	0.000445444	9.62E-05	0
GTEX.1GZHY.0826.SM.9OSXT	0.061900826	0.218268374	0.008774581	0	0	0	0	0	0	0	0	0	0.005342645	0	0.231325459	0.024040172	0	0	0	0	0.005027677	0	0	0	0	0	0	0	0	0	0.005771743	0.349402957	0	0.000834858	0.020764352	0.005145159	0	0	0	0	0.063401198	0
GTEX.1H11D.0726.SM.9OSWA	0.013009543	0.161006397	0	0	0	0	0	0	0	0	0	0	0	0.000709242	0.290612632	0.052768363	0	0	0.045815804	0	0.00112773	0.015311821	0	0.000529154	0	0	0	0	0	0	0.059523589	0.253762792	0	0.014795032	0.038499023	0.023175555	0.028582521	0	0	0.000770804	0	0
GTEX.1H1CY.0626.SM.9KNVE	0.03346416	0.200064036	0.009763733	0	0	0	0	0	0	0	0	0	0	0	0.134809737	0.129104948	0	0	0	0	0.003052651	0	0	0	0	0	0	0	0	0	0.000158685	0.426850425	0	0.022117273	0.027752249	0.001394566	0	0	0	0	0.011467538	0
GTEX.1H1DG.1026.SM.9MQJS	0.010151252	0.381132601	0.01241457	0	0	0	0	0	0	0	0	0	0	0	0.157931064	0.029440738	0	0	0.001787859	0	0	0.005922931	0	0	0	0	0	0	0	0	0	0.349081051	0	0.016480044	0.026955897	0.008504951	2.39E-05	0	0	0.000173142	0	0
GTEX.1H1E6.0726.SM.9WPQ4	0.010703051	0.217045107	0.007804313	0	0	0	0	0	0	0	0	0	0	0	0.362249402	0.007580562	0	0	0.054107781	0	0.001845731	0.008059489	0	0	0	0	0	0	0	0	0.007051165	0.109370285	0	0.048794687	0.132631717	0.025260252	0.005353438	0	0.001084778	0.001058241	0	0
GTEX.1H1ZS.0826.SM.A9SMD	0.001078455	0.061368017	0.022299689	0	0	0	0	0	0	0	0	0	0.002163279	0.052054108	0.221566999	0.105103791	0	0	0.001736366	0	0.007570733	0.002236949	0	0.005789682	0	0	0	0	0	0	0.019871306	0.33252441	0.050640936	0.074691297	0	0.00972657	0.018249404	0	0.011328007	0	0	0
GTEX.1H23P.1026.SM.9QEHQ	0.010132614	0.328505786	0	0	0	0	0	0	0	0	0	0	0.000444944	0.005687262	0.240384224	0.056553983	0	0	0	0	0.001731416	0.003235806	0	0.003104801	0	0	0	0	0	0	0.000220868	0.272831579	0	0.003657034	0.044489277	0.025525221	0	0	0.000190481	0	0.003304704	0
GTEX.1H2FU.1226.SM.9KNVY	0.003572985	0.145933249	0.030676714	0	0	0	0	0	0	0	0	0	0	0.032836639	0.352734447	0.025115363	0	0	0.001958694	0	5.29E-05	0.012133143	0	0	0	0	0	0	0	0	0.020101534	0.310783351	0.000658864	0.002672479	0.050267009	0.005575627	0.004479297	0	0.000397604	5.01E-05	0	0
GTEX.1H3O1.0326.SM.9WPO8	0.175033113	0.266747834	0.009818882	0	0	0	0	0	0	0	0	0	0	0.02452237	0.243556785	0.037456484	0	0	0	0	0.005282745	0	0	0.001310531	0	0	0	0.000241948	0	0	0.017275124	0.140802066	0	0	0.06391438	0.013877314	0	0	0.000154072	6.35E-06	0	0
GTEX.1H3VY.1426.SM.9WPOB	0.046688667	0.198467847	0.000751784	0	0	0	0	0	0	0	0	0	0	0.003374864	0.301359614	0.01531209	0	0	0.042091875	0	0.00558074	0.01339061	0	0	0	0	0	0	0	0	0.003644081	0.177205891	0	0.086666837	0.082154227	0.01831432	0.002088736	0	0.000531783	0.002376032	0	0
GTEX.1HB9E.0726.SM.AHZ4L	0	0.353128002	0.008396813	0	0	0	0	0	0	0	0	0	0	0	0.189576107	0.03539436	0	0	0.016890536	0	0.001143705	0.013152442	0	0	0	0	0	0	0	0	0	0.322691636	0	0.015986299	0.019371521	0.024072232	0	0	0	0.000196346	0	0
GTEX.1HBPH.1326.SM.9WYSN	0.067741678	0.345608726	0.008740152	0	0	0	0	0	0	0	0	0	0	0.005180536	0.116179649	0.068333027	0	0	0	0	0.000126151	0	0	0	0	0	0	0	0	0	0	0.319533473	0	0	0.056336483	0.011642391	0	0	0	0.000577734	0	0
GTEX.1HBPM.0826.SM.9WYSP	0.01418281	0.270740004	0.000544411	0	0	0	0	0	0	0	0	0	0	0.026500812	0.234444403	0.089868732	0	0	0	0	0.001680584	0	0	0	0	0	0	0	0	0	0.000377077	0.286586778	0	0	0.049487753	0.024554306	0	0	0.000809756	0.000222574	0	0
GTEX.1HCU7.0926.SM.A96TK	0.005252427	0.263101953	6.23E-05	0	0	0	0	0	0	0	0	0	0	0	0.268670372	0.183134895	0	0	0	0	0.015934054	0.008682219	0	0.003332124	0	0	0	0	0	0	0.000179101	0.141780695	0	0.058236521	0.016893533	0.031375996	0.000135294	0	6.52E-05	0.003163304	0	0
GTEX.1HCUA.0226.SM.A8N88	0.161616403	0.163391861	0.000620907	0	0	0	0	0	0	0	0	0	0	0	0.324339664	0.000264227	0	0	0.071070352	0	0.000338783	0.023239588	0	0	0	0	0	0	0	0	0.002060071	0.123768798	0	0	0.087620953	0.027643031	0.014025362	0	0	0	0	0
GTEX.1HCVE.0626.SM.A9SL2	0.027304974	0.228547717	0	0	0	0	0	0	0	0	0	0	0	0.005675373	0.186306978	0.184297167	0	0	0	0	0.001782943	0	0	0	0	0	0	0	0	0	0.000981876	0.275228821	0	0	0.079881541	0.009408657	0	0	0	0.000583954	0	0
GTEX.1HFI6.0926.SM.9WPPV	0.104197581	0.099063291	0.023099514	0	0.000289129	0	0	0	0	0	0	0	0	0.053408137	0.218977288	0.060279893	0	0	0	0	0.000297438	0	0	0.018048742	0	0.009058085	0	0	0	0	0.017638987	0.302258683	0.019294161	0	0.06438218	0.008456321	0	0	0.000771775	0.000478794	0	0
GTEX.1HSKV.1126.SM.ADEIA	0.092119494	0.134889981	0.029313033	0	0	0	0	0	0	0	0	0	0.001112754	0	0.299967271	0.012992051	0	0	0.009966442	0	0.007916487	0.00489781	0	0	0	0	0	0	0	0	0	0.214173015	0	0.044115102	0.092508637	0.013009945	7.12E-05	0	0	0.000587527	0.042359256	0
GTEX.1HSMO.0926.SM.A96S7	0.006931463	0.018207212	0.010499194	0	0	0	0	0	0	0	0	0	0.013151093	0.059716524	0.080810421	0.224633529	0	0	0.001218013	0	0.003268309	0	0	0	0	0	0	0	0	0	0.003479876	0.465928378	0.025189558	0.063149409	0.000991077	0.010200443	0.007646783	0	0.004978717	0	0	0
GTEX.1HSMP.1326.SM.A96TR	0	0.184408048	0	0	0	0	0	0	0	0	0	0	0	0.001382074	0.303339952	0.024683553	0	0	0.021866487	0	0	0.008190845	0	0	0	0	0	0	0	0	0.004784172	0.319621769	0	0.014827493	0.095561107	0.019590625	0	0	0.001398914	0.000344962	0	0
GTEX.1HSMQ.0726.SM.B2LXY	0.105488673	0.139900843	0	0	0	0	0	0	0	0	0	0	0	0	0.30440569	0	0	0	0.038278595	0	0.000266228	0.008808404	0	0	0	0	0	0	0	0	0.000616555	0.242481652	0	0	0.117832073	0.017867488	0.023584292	0	0	0.000469509	0	0
GTEX.1HT8W.1426.SM.CE6S2	0.098575551	0.131386607	0	0	0	0	0	0	0	0	0	0	0	0	0.170617361	0.145634345	0	0	0.000428282	0	0.006608413	0	0	0	0	0	0	0	0	0	0.00162361	0.35821754	0	0.029153978	0.045564478	0.007648093	0	0	0	0	0.004541742	0
GTEX.1I19N.0526.SM.A9G27	0.013433036	0.372141658	0.009074308	0	0	0	0	0	0	0	0	0	0	0	0.168614031	0.055895756	0	0	0	0	0.0016187	0.000714865	0	0	0	0	0	0	0	0	0	0.293452292	0	0	0.061640829	0.02304558	0	0	0	0.000368944	0	0
GTEX.1I1CD.0926.SM.CL55I	0.038809055	0.132366186	0.025957418	0	0	0	0	0	0	0	0	0	0.016645	0.035862467	0.173317529	0	0	0	0.005929591	0	0.004282226	0	0	0.02135656	0	0	0	0	0	0	0.01269747	0.504018704	0	0	0.006552452	0.01339358	0.00406631	0	0.000270879	0.004474574	0	0
GTEX.1I1GP.0526.SM.ARL7G	0.016669126	0.20977785	0.01819711	0	0	0	0	0	0	0	0	0	0.014327175	0.000569936	0.166065763	0.073131764	0	0	0	0	0.012489193	0.002102262	0	0	0	0	0	0	0	0	0.002287229	0.355494373	0	0.053128995	0.00879183	0.012826164	0	0	1.24E-05	0.000493423	0.053635399	0
GTEX.1I1GQ.1126.SM.CNNQT	0.009603891	0.107897698	0.046423283	0	0	0	0	0	0	0	0	0	0	0	0.265035676	0.051003279	0	0	0.027968222	0	0.005531883	0.002856954	0	0	0	0	0	0	0	0	0.002125353	0.175974909	0	0.09749495	0.041134811	0.009082253	0.00764611	0	9.42E-05	0.007028821	0.143097678	0
GTEX.1I1GR.0726.SM.B2LWL	0.031333419	0.158185855	0	0	0	0	0	0	0	0	0	0	0	0	0.207483172	0.118516364	0	0	0.00044016	0	0.005088038	0.003768652	0	0	0	0	0	0	0	0	0	0.367322583	0	0.048698516	0.019889677	0.019107126	0.019783064	0	0	0.000383374	0	0
GTEX.1I1GS.1426.SM.COH3W	0.006573497	0.053910315	0.002845129	0	0	0	0	0	0	0	0	0	0.009472636	0.037736706	0.156809431	0.007862051	0	0	0.001124856	0	0.00426973	2.15E-05	0	0.005954066	0	0	3.59E-05	0.013150086	0.000203351	0	0.000635034	0.67372849	0.001293772	0.000960782	0	0.023192345	7.39E-05	0	0.000115321	0	0	3.11E-05
GTEX.1I1GU.0526.SM.B2LX2	0.041946709	0.220864824	0	0	0	0	0	0	0	0	0	0	0	0.001455	0.246375153	0.01740483	0	0	0.016726241	0	0.000254152	0.006618569	0	0.000126045	0	0	5.20E-05	0	0	0	5.45E-05	0.278160953	0	0.000293945	0.137230394	0.030973327	0	0	0.001085435	0.000377921	0	0
GTEX.1I1GV.0926.SM.B2LXM	0.098681739	0.136103124	0.000127938	0	0	0	0	0	0	0	0	0	0	0	0.300325778	0.107371874	0	0	0	0	0.007650219	0	0	0	0	0	0	0	0	0	0.017775939	0.288440416	0	0.019972174	0.008673567	0.014877231	0	0	0	0	0	0
GTEX.1I4MK.0326.SM.B2LWP	0.025251177	0.237864048	0.011097666	0	0	0	0	0	0	0	0	0	0	0	0.279903068	0.013702704	0	0	0.019245293	0	0.000529878	0.011557142	0	0	0	0	0	0	0	0	0.002364789	0.265417264	0	0	0.113116671	0.018311141	0.000549743	0	0.000851263	0.000238151	0	0
GTEX.1I6K6.0926.SM.AHZ2N	0.069327721	0.337696303	0	0	0	0	0	0	0	0	0	0	0	0.001664815	0.295816931	0.00412013	0	0	0.007239577	0	1.17E-05	0.001347733	0	0.00051345	0	0	4.70E-05	0	0	0	0.000663832	0.139407637	0	0	0.111568491	0.028609381	2.11E-05	0	0.000729289	0.001214916	0	0
GTEX.1I6K7.1226.SM.B2LVS	0.059917999	0.192711668	0.000275646	0	0	0	0	0	0	0	0	0	0	0	0.287186009	0	0	0	0.044373405	0	0.004110191	0.024240432	0	0	0	0	0	0	0	0	0.007609558	0.234296143	0	0.00389542	0.093743927	0.020119578	0.027271954	0	0	0.00024807	0	0
GTEX.1ICLY.0926.SM.CM2RJ	0.048991589	0.002739896	0	0	0	0	0	0	0	0	0	0	0	0.063579742	0.572589453	0.022689083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010569059	0.099583662	0	0.17865854	0	0.000396526	0	0	0	0	0.00020245	0
GTEX.1ICLZ.0926.SM.CKZPQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06458105	0.176931884	0.170617974	0	0	0	0	0.017522189	0	0	0	0	0	0	0	0	0	0.000855195	0.288677888	0.08919937	0.077334494	0	0	0	0	0.010841708	9.69E-05	0	0.103341346
GTEX.1IDJH.0726.SM.ARU7U	0.094241856	0.287098201	0.007083011	0	0	0	0	0	0	0	0	0	0	0	0.170831787	0	0	0	0.000140879	0	0.000317251	0.002249428	0	0	0	0	0	0	0	0	0.002179699	0.310477694	0	0	0.06316525	0.016210289	0.007028856	0	0	0	0.038975801	0
GTEX.1IDJI.0626.SM.C1YQD	0.000236045	0.18720489	0	0	0	0	0	0	0	0	0	0	0	0.005243268	0.397785007	0.029280159	0	0	0.00148085	0	0.005092212	0.00702059	0	0.017795153	0	0	8.98E-06	0	0.000389445	0	0.003548515	0.196578726	0	0.049392752	0.050515786	0.040107287	0	0	0.008196485	0.000123854	0	0
GTEX.1IDJU.0226.SM.CKZOF	0.02992058	0.227639719	0.006300188	0	0	0	0	0	0	0	0	0	0	0	0.285619724	0.027359686	0	0	0.033883756	0	0.000827887	0.005060168	0	0	0	0	0	0	0	0	0.023644858	0.207224939	0	0	0.129158517	0.023334974	0	0	0	2.50E-05	0	0
GTEX.1IKJJ.0926.SM.A9G2L	0.085874932	0.164629342	0	0	0	0	0	0	0	0	0	0	0	0	0.193786286	0.071316009	0	0	0	0	0.002810511	0	0	0	0	0	0	0	0	0	0.000761795	0.388841894	0	0	0.082145376	0.009833854	0	0	0	0	0	0
GTEX.1IKK5.1926.SM.A9G2V	0.075683894	0.341294879	0.003184623	0	0	0	0	0	0	0	0	0	0	0	0.20418293	0	0	0	0.033880144	0	0	0.000460567	0	0	0	0	0	0	0	0	0	0.197782248	0	0	0.104436619	0.018894038	0.003004533	0	0	0.0005582	0.016637325	0
GTEX.1IL2U.0926.SM.CKZOB	0.04655839	0.262131138	0.001376842	0	0	0	0	0	0	0	0	0	0	0	0.16654109	0.096896942	0	0	0.002306139	0	0.005392954	0.002637699	0	0	0	0	0	0	0	0	0.000657434	0.342615387	0	0.041959181	0.015062575	0.013395133	0.002469097	0	0	0	0	0
GTEX.1IL2V.0726.SM.ARZMB	0.088250788	0.299125476	0	0	0	0	0	0	0	0	0	0	0	0.002162166	0.270876011	0.044905243	0	0	0	0	0.017080959	0.001066739	0	0.000478674	0	0	0	0	0	0	0.01405776	0.202368971	0	0.00016756	0.026146009	0.033204388	0	0	1.74E-05	9.19E-05	0	0
GTEX.1IOXB.1126.SM.CNNQ5	0.087561675	0.032837181	0.011003342	0	0	0	0	0	0	0	0	0	0	0.019990853	0.228373396	0.079987793	0	0	1.02E-05	0	0.016431385	0	0	0.000218197	0	0	0	0	0	0	0.016099364	0.359006628	0.006933332	0.095108755	0.029406006	0.014530734	0	0	0.000303025	0.001946021	0.000252109	0
GTEX.1IY9M.1126.SM.A9SLV	0.11797119	0.259117396	0.022251994	0	0	0	0	0	0	0	0	0	0	0	0.153137224	0.016998281	0	0	0.001124547	0	0.001549157	0	0	0.001162718	0	0	0	0	0	0	0.001311042	0.365208953	0	0	0.049633042	0.009861176	0.000556726	0	0	0.000116555	0	0
GTEX.1J1OQ.0926.SM.CJI34	0.000194654	0.27121098	0	0	0	0	0	0	0	0	0	0	0	0	0.12969056	0.143276023	0	0	0	0	0.008275461	0.000534174	0	0.006249475	0	0	2.35E-05	0	0	0	0.008824581	0.386781284	0	0	0.006041503	0.035811557	0.000821555	0	0.002212436	5.23E-05	0	0
GTEX.1J1R8.0226.SM.AHZ3C	0.059224484	0.168682926	0	0	0	0	0	0	0	0	0	0	0	0	0.303229415	0.020901555	0	0	0.070180671	0	0.001365889	0.007823254	0	4.03E-05	0	0	0	0	0	0	0.003047231	0.171037443	0	0.000438733	0.165533552	0.024440044	0.003689832	0	0	0.00036468	0	0
GTEX.1J8EW.1026.SM.A96T7	0.056706688	0.171995635	0.014293578	0	0	0.004019833	0	0	0	0	0	0	0.00022884	0.060383338	0.218038342	0.095385293	0	0.001095385	0.014975703	0	0.012780112	0	0	0.000400543	0	0	0	0	0	0	0.069172164	0.161749195	0	0.051031369	0.009775688	0.035062555	0	0.00042457	0.017887323	0.004593846	0	0
GTEX.1J8JJ.1126.SM.CL55P	0.065580767	0.100379682	0	0	0	0	0	0	0	0	0	0	0.017815782	0	0.165574685	0.019258998	0	0	0.000368532	0	0.038590647	0	0	0	0	0	0	0	0	0	0	0.266002368	0	0.217332647	0.031681103	0.013560147	0	0	0	0	0.063854641	0
GTEX.1J8QM.0526.SM.AHZ3Y	0.102973596	0.143792576	0.000166776	0	0	0	0	0	0	0	0	0	0	0	0.29373436	0.012556979	0	0	0.031156279	0	0.001548387	0.008592146	0	0	0	0	0	0	0	0	0.013168163	0.286126464	0	0.008815999	0.080043589	0.016768324	0	0	0	0.000556363	0	0
